Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.137.1-192.168.137.173-53-48579-17,192.168.137.1,53,192.168.137.173,48579,17,17/10/2022 10:46:43 AM,10603,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,8110.912006036028,188.625860605489,10603.0,0.0,10603.0,10603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,94.3129303027445,94.3129303027445,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
3.223.181.245-192.168.137.129-443-57588-6,3.223.181.245,443,192.168.137.129,57588,6,14/10/2022 01:32:10 PM,30030464,4,2,92.0,92.0,46.0,0.0,23.0,26.558112382722783,46.0,46.0,46.0,0.0,6.127111455886929,0.199797112691965,6006092.8,13387631.51778705,29954610.0,3409.0,30030464.0,10010154.666666668,17272406.661948454,29954610.0,30312.0,29984762.0,29984762.0,0.0,29984762.0,29984762.0,1,0,0,0,128,64,0.1331980751279767,0.0665990375639883,0.0,46.0,32.857142857142854,22.44570167781626,503.8095238095237,0,0,0,4,6,0,0,0,0.0,38.333333333333336,23.0,46.0,0,0,0,0,0,0,4,92,2,92,849,4985,1,32,45542.0,0.0,45542.0,45542.0,29954610.0,0.0,29954610.0,29954610.0,BruteForce
52.30.145.117-192.168.137.51-443-37261-6,52.30.145.117,443,192.168.137.51,37261,6,17/10/2022 10:25:03 AM,21779,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.83158088066486,21779.0,0.0,21779.0,21779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,45.91579044033243,45.91579044033243,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,116,526,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
52.26.13.51-192.168.137.242-8443-55756-6,52.26.13.51,8443,192.168.137.242,55756,6,17/10/2022 11:56:32 AM,69891,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.615987752357245,69891.0,0.0,69891.0,69891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,14.307993876178625,14.307993876178625,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,114,1637,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.203-54.153.101.7-16016-32100-17,192.168.137.203,16016,54.153.101.7,32100,17,17/10/2022 10:45:22 AM,41783486,5,5,196.0,68.0,48.0,4.0,39.2,19.677398201998148,20.0,12.0,13.6,3.5777087639996634,6.31828564998143,0.2393290018932359,4642609.555555556,12715969.496326689,38504961.0,164.0,41712233.0,10428058.25,18784733.99399822,38576139.0,164.0,41649785.0,10412446.25,18795039.024040684,38576214.0,9612.0,0,0,0,0,40,40,0.1196645009466179,0.1196645009466179,4.0,48.0,24.363636363636363,19.221200416585468,369.4545454545454,0,0,0,0,0,0,0,0,1.0,26.8,39.2,13.6,0,0,0,144,6,128,2,98,2,34,0,0,4,8,3207272.0,0.0,3207272.0,3207272.0,38504961.0,0.0,38504961.0,38504961.0,BruteForce
142.250.176.206-192.168.137.174-443-4734-6,142.250.176.206,443,192.168.137.174,4734,6,14/10/2022 01:32:13 PM,5999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.3888981496916,5999.0,0.0,5999.0,5999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,166.6944490748458,166.6944490748458,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,276,509,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.247-53-59153-17,192.168.137.1,53,192.168.137.247,59153,17,17/10/2022 10:43:25 AM,42434,2,2,238.0,92.0,128.0,110.0,119.0,12.727922061357855,46.0,46.0,46.0,0.0,7776.782768534666,94.26403355799594,14144.666666666668,12844.280023938025,28334.0,3312.0,42434.0,42434.0,0.0,42434.0,42434.0,3312.0,3312.0,0.0,3312.0,3312.0,0,0,0,0,16,16,47.13201677899797,47.13201677899797,46.0,128.0,88.0,39.03844259188627,1524.0,0,0,0,0,0,0,0,0,1.0,110.0,119.0,46.0,0,0,0,330,4,7776,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-18.182.200.45-14816-32100-17,192.168.137.173,14816,18.182.200.45,32100,17,17/10/2022 10:23:50 AM,140905,1,1,48.0,12.0,48.0,48.0,48.0,0.0,12.0,12.0,12.0,0.0,425.8188140946027,14.193960469820093,140905.0,0.0,140905.0,140905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.0969802349100455,7.0969802349100455,12.0,48.0,36.0,20.784609690826528,432.0,0,0,0,0,0,0,0,0,1.0,54.0,48.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.206-192.168.137.1-6029-53-17,192.168.137.206,6029,192.168.137.1,53,17,17/10/2022 10:41:48 AM,14192,1,1,36.0,52.0,36.0,36.0,36.0,0.0,52.0,52.0,52.0,0.0,6200.676437429538,140.92446448703495,14192.0,0.0,14192.0,14192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,70.46223224351748,70.46223224351748,36.0,52.0,41.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,62.0,36.0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.163-120.76.210.199-41717-80-6,192.168.137.163,41717,120.76.210.199,80,6,14/10/2022 01:32:50 PM,6995524,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5717941929725351,2331841.333333333,1537709.152489291,4008518.0,987424.0,6995524.0,2331841.333333333,1537709.152489291,4008518.0,987424.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.5717941929725351,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.163-53-38207-17,192.168.137.1,53,192.168.137.163,38207,17,17/10/2022 10:39:31 AM,11442,1,1,53.0,37.0,53.0,53.0,53.0,0.0,37.0,37.0,37.0,0.0,7865.757734661772,174.79461632581717,11442.0,0.0,11442.0,11442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,87.39730816290857,87.39730816290857,37.0,53.0,47.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,71.5,53.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.150-192.168.137.1-64546-53-17,192.168.137.150,64546,192.168.137.1,53,17,17/10/2022 10:37:23 AM,19182,1,1,37.0,87.0,37.0,37.0,37.0,0.0,87.0,87.0,87.0,0.0,6464.393702429361,104.26441455531229,19182.0,0.0,19182.0,19182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,52.132207277656136,52.132207277656136,37.0,87.0,53.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,80.5,37.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.150-192.168.137.1-60851-53-17,192.168.137.150,60851,192.168.137.1,53,17,17/10/2022 10:21:20 AM,79927,1,1,32.0,194.0,32.0,32.0,32.0,0.0,194.0,194.0,194.0,0.0,2827.5801669022985,25.02283333541857,79927.0,0.0,79927.0,79927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,12.511416667709286,12.511416667709286,32.0,194.0,86.0,93.53074360871938,8748.0,0,0,0,0,0,0,0,0,1.0,129.0,32.0,194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.96-192.168.137.1-60799-53-17,192.168.137.96,60799,192.168.137.1,53,17,14/10/2022 01:32:15 PM,27506,1,1,33.0,163.0,33.0,33.0,33.0,0.0,163.0,163.0,163.0,0.0,7125.718025158148,72.7114084199811,27506.0,0.0,27506.0,27506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,36.35570420999055,36.35570420999055,33.0,163.0,76.33333333333334,75.05553499465135,5633.333333333334,0,0,0,0,0,0,0,0,1.0,114.5,33.0,163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.163-120.76.210.199-35320-80-6,192.168.137.163,35320,120.76.210.199,80,6,17/10/2022 10:23:11 AM,6999332,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714831072450914,2333110.6666666665,1537444.1404000125,4009931.0,989785.0,6999332.0,2333110.6666666665,1537444.1404000125,4009931.0,989785.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.5714831072450914,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.147-114.114.114.114-56095-53-17,192.168.137.147,56095,114.114.114.114,53,17,17/10/2022 10:40:48 AM,10038274,2,2,54.0,118.0,27.0,27.0,27.0,0.0,59.0,59.0,59.0,0.0,17.134419721956185,0.398474877254795,3346091.333333333,5741573.780097608,9975884.0,23687.0,10014587.0,10014587.0,0.0,10014587.0,10014587.0,9999571.0,9999571.0,0.0,9999571.0,9999571.0,0,0,0,0,16,16,0.1992374386273975,0.1992374386273975,27.0,59.0,39.8,17.527121840165314,307.19999999999993,0,0,0,0,0,0,0,0,1.0,49.75,27.0,59.0,0,0,0,0,0,0,2,54,2,118,0,0,1,8,38703.0,0.0,38703.0,38703.0,9975884.0,0.0,9975884.0,9975884.0,BruteForce
192.168.137.173-47.112.162.49-18632-32100-17,192.168.137.173,18632,47.112.162.49,32100,17,17/10/2022 10:36:37 AM,272273,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,88.14682322521881,7.345568602101568,272273.0,0.0,272273.0,272273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3.672784301050784,3.672784301050784,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-18.182.200.45-19426-32100-17,192.168.137.173,19426,18.182.200.45,32100,17,17/10/2022 10:37:51 AM,190734,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,125.82968951524111,10.485807459603429,190734.0,0.0,190734.0,190734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5.242903729801713,5.242903729801713,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.49-173.255.250.75-45925-232-6,192.168.137.49,45925,173.255.250.75,232,6,14/10/2022 01:32:55 PM,84713,3,2,52.0,104.0,52.0,0.0,17.333333333333336,30.02221399786054,52.0,52.0,52.0,0.0,1841.5119285115627,59.022818221524446,21178.25,40706.182432770576,82212.0,0.0,84713.0,42356.5,59896.89411396888,84710.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,40,35.41369093291467,23.609127288609777,0.0,52.0,34.66666666666667,26.85268453370476,721.0666666666668,0,0,0,3,5,0,0,0,0.0,41.6,17.333333333333332,52.0,0,0,0,0,0,0,0,0,0,0,1309,83,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-18.182.200.45-20223-32100-17,192.168.137.173,20223,18.182.200.45,32100,17,17/10/2022 10:25:27 AM,170314,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,140.91619009594044,11.74301584132837,170314.0,0.0,170314.0,170314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5.871507920664185,5.871507920664185,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.173-53-57822-17,192.168.137.1,53,192.168.137.173,57822,17,17/10/2022 10:36:58 AM,11762,1,1,52.0,36.0,52.0,52.0,52.0,0.0,36.0,36.0,36.0,0.0,7481.720795783031,170.03910899506886,11762.0,0.0,11762.0,11762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,85.01955449753443,85.01955449753443,36.0,52.0,46.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,70.0,52.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-18.182.200.45-14717-32100-17,192.168.137.173,14717,18.182.200.45,32100,17,17/10/2022 10:47:57 AM,177381,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,135.30197710014036,11.275164758345031,177381.0,0.0,177381.0,177381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,5.637582379172516,5.637582379172516,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.203-192.168.137.1-60303-53-17,192.168.137.203,60303,192.168.137.1,53,17,14/10/2022 01:32:24 PM,28163,1,1,40.0,144.0,40.0,40.0,40.0,0.0,144.0,144.0,144.0,0.0,6533.394879806839,71.01516173703085,28163.0,0.0,28163.0,28163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,35.507580868515426,35.507580868515426,40.0,144.0,74.66666666666666,60.04442799572108,3605.333333333333,0,0,0,0,0,0,0,0,1.0,112.0,40.0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.82-192.168.137.1-38203-53-17,192.168.137.82,38203,192.168.137.1,53,17,17/10/2022 10:21:03 AM,35535,1,1,41.0,169.0,41.0,41.0,41.0,0.0,169.0,169.0,169.0,0.0,5909.666525960321,56.28253834247925,35535.0,0.0,35535.0,35535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,28.141269171239625,28.141269171239625,41.0,169.0,83.66666666666666,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,125.5,41.0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
51.145.143.28-192.168.137.253-443-57166-6,51.145.143.28,443,192.168.137.253,57166,6,17/10/2022 10:37:35 AM,18625,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.38255033557049,18625.0,0.0,18625.0,18625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,53.69127516778524,53.69127516778524,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,760,454,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.163-47.254.83.84-35726-7788-17,192.168.137.163,35726,47.254.83.84,7788,17,17/10/2022 10:39:56 AM,357492,1,1,64.0,16.0,64.0,64.0,64.0,0.0,16.0,16.0,16.0,0.0,223.7812314681168,5.59453078670292,357492.0,0.0,357492.0,357492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2.79726539335146,2.79726539335146,16.0,64.0,48.0,27.712812921102035,768.0,0,0,0,0,0,0,0,0,1.0,72.0,64.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
54.212.22.73-192.168.137.242-8443-38070-6,54.212.22.73,8443,192.168.137.242,38070,6,17/10/2022 10:40:02 AM,12387,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.45959473641722,12387.0,0.0,12387.0,12387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,80.72979736820861,80.72979736820861,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,114,1637,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.173-53-34465-17,192.168.137.1,53,192.168.137.173,34465,17,17/10/2022 10:28:14 AM,14391,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,5975.957195469391,138.9757487318463,14391.0,0.0,14391.0,14391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,69.48787436592315,69.48787436592315,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.56-173.249.58.145-123-123-17,192.168.137.56,123,173.249.58.145,123,17,14/10/2022 01:18:43 PM,125559,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,764.5807946861635,15.928766555961738,125559.0,0.0,125559.0,125559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,7.964383277980869,7.964383277980869,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.215-13.225.195.99-60238-443-6,192.168.137.215,60238,13.225.195.99,443,6,17/10/2022 10:41:35 AM,2577,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0962359332558,2577.0,0.0,2577.0,2577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,388.0481179666279,388.0481179666279,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1453,131,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-3.221.182.58-24695-32100-17,192.168.137.173,24695,3.221.182.58,32100,17,17/10/2022 10:29:19 AM,80912,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,296.6185485465691,24.71821237888076,80912.0,0.0,80912.0,80912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,12.35910618944038,12.35910618944038,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.49-192.168.137.1-23108-53-17,192.168.137.49,23108,192.168.137.1,53,17,14/10/2022 01:32:24 PM,29228,1,1,40.0,144.0,40.0,40.0,40.0,0.0,144.0,144.0,144.0,0.0,6295.33324209662,68.42753524018065,29228.0,0.0,29228.0,29228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,34.21376762009032,34.21376762009032,40.0,144.0,74.66666666666666,60.04442799572108,3605.333333333333,0,0,0,0,0,0,0,0,1.0,112.0,40.0,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.163-120.76.210.199-35403-80-6,192.168.137.163,35403,120.76.210.199,80,6,17/10/2022 10:39:31 AM,7002349,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5712368806524782,2334116.333333333,1536168.515189116,4010523.0,993858.0,7002349.0,2334116.333333333,1536168.515189116,4010523.0,993858.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.5712368806524782,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.1-192.168.137.173-53-57158-17,192.168.137.1,53,192.168.137.173,57158,17,17/10/2022 10:25:16 AM,13737,1,1,51.0,35.0,51.0,51.0,51.0,0.0,35.0,35.0,35.0,0.0,6260.464439106065,145.59219625828055,13737.0,0.0,13737.0,13737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,72.79609812914028,72.79609812914028,35.0,51.0,45.66666666666666,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.5,51.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.57-103.123.108.224-123-123-17,192.168.137.57,123,103.123.108.224,123,17,17/10/2022 10:45:52 AM,252203,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,380.6457496540485,7.930119784459344,252203.0,0.0,252203.0,252203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3.965059892229672,3.965059892229672,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-3.221.182.58-13160-32100-17,192.168.137.173,13160,3.221.182.58,32100,17,17/10/2022 11:56:06 AM,43916335,2,2,96.0,24.0,48.0,48.0,48.0,0.0,12.0,12.0,12.0,0.0,2.7324684539363315,0.0910822817978777,14638778.333333332,25271327.17620368,43819592.0,40462.0,43875873.0,43875873.0,0.0,43875873.0,43875873.0,43860054.0,43860054.0,0.0,43860054.0,43860054.0,0,0,0,0,16,16,0.0455411408989388,0.0455411408989388,12.0,48.0,33.6,19.71801207018598,388.8,0,0,0,0,0,0,0,0,1.0,42.0,48.0,12.0,0,0,0,0,0,0,2,96,2,24,0,0,1,8,56281.0,0.0,56281.0,56281.0,43819592.0,0.0,43819592.0,43819592.0,BruteForce
192.168.137.163-120.76.210.199-35363-80-6,192.168.137.163,35363,120.76.210.199,80,6,17/10/2022 10:31:38 AM,7008056,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5707716947467315,2336018.6666666665,1522055.9193066242,3992118.0,998405.0,7008056.0,2336018.6666666665,1522055.9193066242,3992118.0,998405.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,160,0,0.5707716947467315,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,14600,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
192.168.137.173-3.221.182.58-28685-32100-17,192.168.137.173,28685,3.221.182.58,32100,17,17/10/2022 10:38:32 AM,98704,1,1,4.0,20.0,4.0,4.0,4.0,0.0,20.0,20.0,20.0,0.0,243.1512400713244,20.26260333927703,98704.0,0.0,98704.0,98704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,10.131301669638516,10.131301669638516,4.0,20.0,9.333333333333332,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,14.0,4.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BruteForce
